AIMSaircraftregistration;AIMSflighthours;AIMSflightcycles;AIMSdelays;AIMSdelayedminutes;AIMScancellations;date;AMOS_scheduledOutOfService;AMOS_unscheduledOutOfService
XY-YTM;3;2;1;12;0;03-06-2016;0;3041
XY-YTM;9;3;3;103;1;03-06-2013;0;5910
XY-ZDY;2;1;1;16;0;19-05-2011;173;0
XY-OHF;0;2;1;39;0;10-01-2015;1351;0
XY-ZWJ;0;0;0;0;1;05-07-2012;0;11
XY-ZWJ;0;0;0;0;1;05-07-2013;0;11
XY-ZWJ;1;1;0;0;0;05-07-2014;0;0
XY-ZWJ;0;0;0;0;1;05-07-2010;0;1345
XY-FBA;3;1;1;45;0;01-12-2012;0;11
XY-FBA;2;1;1;19;2;01-12-2010;18;0
XY-OFW;0;0;0;0;1;21-03-2012;180;0
XY-ZWJ;2;1;1;27;0;05-07-2016;0;11
XY-OHF;3;1;1;43;0;10-01-2012;0;0
XY-OHF;0;0;0;0;2;10-01-2014;0;1
XY-OFW;0;1;1;25;0;21-03-2011;24;0
XY-FBA;0;0;0;0;1;01-12-2016;0;11
XY-OHF;1;1;1;39;0;10-01-2010;24;0
XY-JXR;0;1;1;17;0;24-10-2016;0;11
XY-JXR;2;2;1;41;0;24-10-2015;713;0
XY-JXR;4;2;2;49;0;24-10-2013;0;2869
XY-JXR;0;0;0;0;1;24-10-2012;466;0
XY-JXR;1;1;1;12;1;24-10-2011;10;0
XY-JXR;0;0;0;0;1;24-10-2010;0;58
XY-CMJ;0;0;0;0;2;12-09-2016;0;1
XY-CMJ;2;1;1;32;0;12-09-2015;0;11
XY-CMJ;4;1;1;49;0;12-09-2013;300;0
XY-OFW;1;2;1;16;1;08-09-2014;0;1
XY-OFW;0;0;0;0;1;08-09-2012;626;0
XY-CMJ;3;1;1;23;0;12-09-2010;513;0
XY-OFW;0;0;0;0;2;08-09-2010;48;0
XY-FBA;0;1;1;31;1;27-09-2010;0;22
XY-YTM;0;0;0;0;1;27-12-2010;0;11
XY-JXR;3;1;1;20;1;30-07-2016;0;1
XY-JXR;2;1;1;30;2;30-07-2015;0;1
XY-FBA;0;0;0;0;1;27-09-2013;2;0
XY-FBA;1;1;1;41;0;27-09-2015;0;11
XY-FBA;0;0;0;0;1;27-09-2016;0;490
XY-LQZ;0;0;0;0;1;04-05-2015;0;825
XY-LQZ;2;1;1;21;0;04-05-2014;0;11
XY-LQZ;0;0;0;0;1;04-05-2013;102;0
XY-LQZ;2;1;1;18;0;04-05-2012;0;11
XY-LQZ;3;1;1;26;0;04-05-2011;0;0
XY-IWX;0;0;0;0;2;01-06-2013;0;2792
XY-JXR;2;1;1;21;1;07-04-2016;0;22
XY-IWX;4;2;2;61;0;01-06-2011;0;22
XY-IWX;0;1;0;0;0;01-06-2012;0;11
XY-JXR;3;1;1;31;0;07-04-2011;0;1702
XY-JXR;0;0;0;0;1;07-04-2010;0;11
XY-IWX;0;0;0;0;1;12-02-2013;24;0
XY-IWX;0;0;0;0;1;12-02-2015;13;0
XY-YAZ;0;0;0;0;1;18-09-2013;0;0
XY-YAZ;0;1;1;12;0;18-09-2014;0;143
XY-YAZ;0;0;0;0;2;18-09-2015;944;0
XY-CMJ;1;1;0;0;0;22-10-2016;0;1391
XY-CMJ;0;0;0;0;2;22-10-2015;0;1718
XY-NMY;0;1;1;19;1;21-11-2010;0;1
XY-ALV;2;1;0;0;0;25-04-2016;648;0
XY-ALV;2;1;1;15;0;25-04-2012;18;0
XY-ALV;3;1;1;43;0;25-04-2015;0;665
XY-PZC;0;1;1;17;1;21-01-2011;0;1
XY-PZC;1;1;1;33;0;21-01-2015;0;1894
XY-NMY;3;1;1;28;0;21-11-2012;0;25
XY-CMJ;0;0;0;0;1;22-10-2010;0;1713
XY-NMY;4;1;1;36;1;21-11-2011;48;0
XY-CMJ;0;0;0;0;1;22-10-2014;0;1617
XY-NMY;3;1;1;31;1;21-11-2015;0;22
XY-CMJ;0;0;0;0;1;22-10-2013;0;1388
XY-JXR;0;3;3;72;0;14-03-2014;0;1475
XY-IOO;1;1;1;33;1;25-12-2016;0;22
XY-ZMF;0;1;1;24;0;04-07-2016;0;1313
XY-JXR;1;1;1;27;0;14-03-2012;0;0
XY-ZMF;0;0;0;0;1;04-07-2013;0;772
XY-IOO;2;1;1;10;0;25-12-2012;4;0
XY-ZMF;0;0;0;0;1;04-07-2012;617;0
XY-JXR;0;0;0;0;1;14-03-2011;0;0
XY-ZMF;0;0;0;0;1;04-07-2011;0;0
XY-IOO;2;1;1;18;0;25-12-2014;0;0
XY-ZMF;0;0;0;0;1;04-07-2010;0;0
XY-IOO;0;1;1;31;0;25-12-2013;481;0
XY-NHZ;1;1;1;47;0;25-03-2016;375;0
XY-NHZ;0;1;1;41;0;25-03-2014;0;1690
XY-ALV;0;0;0;0;2;25-04-2011;0;1
XY-NHZ;0;0;0;0;1;25-03-2012;8;0
XY-ALV;0;1;1;28;0;25-04-2010;0;0
XY-NHZ;1;1;1;28;0;25-03-2010;0;0
XY-NHZ;0;0;0;0;1;25-03-2011;18;0
XY-ALV;0;0;0;0;1;26-03-2016;0;744
XY-ALV;2;2;2;54;0;26-03-2010;0;1634
XY-YTM;0;0;0;0;2;27-12-2015;0;1
XY-JXR;0;0;0;0;1;30-07-2013;0;409
XY-ALV;3;1;1;24;0;26-03-2011;0;0
XY-JXR;0;0;0;0;1;30-07-2012;0;1000
XY-JXR;2;2;2;46;2;30-07-2011;0;43
XY-ALV;0;2;2;83;1;26-03-2013;1125;0
XY-YTM;0;0;0;0;1;27-12-2016;0;627
XY-JXR;0;0;0;0;1;30-07-2010;0;11
XY-YTM;1;1;1;37;0;20-02-2014;0;0
XY-YTM;0;1;1;29;1;28-01-2015;520;0
XY-YTM;0;1;1;45;1;28-01-2013;0;1
XY-YTM;0;0;0;0;1;28-01-2014;0;0
XY-YTM;0;0;0;0;1;20-02-2011;0;363
XY-YTM;0;1;1;23;1;20-02-2012;0;22
XY-YTM;0;0;0;0;2;20-02-2013;0;1
XY-YTM;0;0;0;0;1;14-02-2011;0;1804
XY-YTM;0;0;0;0;1;14-02-2015;215;0
XY-YTM;0;0;0;0;2;14-02-2016;358;0
XY-MBJ;0;0;0;0;1;10-01-2011;0;11
XY-MBJ;1;1;1;35;0;06-05-2013;0;1512
XY-MBJ;0;0;0;0;1;10-01-2013;0;11
XY-MBJ;0;0;0;0;1;06-05-2015;0;2112
XY-MBJ;0;1;1;25;0;10-01-2014;0;0
XY-LYP;0;0;0;0;1;06-04-2012;0;1958
XY-OHF;3;1;1;23;0;11-10-2015;0;0
XY-LYP;3;1;1;36;0;06-04-2011;0;11
XY-LYP;1;1;1;11;1;06-04-2016;48;0
XY-FBA;0;0;0;0;1;08-02-2011;0;0
XY-MBJ;1;1;1;41;0;10-01-2015;0;11
XY-LYP;0;0;0;0;1;06-04-2015;10;0
XY-FBA;0;0;0;0;3;08-02-2012;0;32
XY-MBJ;0;0;0;0;1;10-01-2016;0;11
XY-MBJ;4;2;2;90;2;06-05-2010;846;0
XY-FBA;0;0;0;0;2;08-02-2013;0;2550
XY-LYP;3;1;1;20;0;06-04-2013;0;771
XY-MBJ;0;0;0;0;1;06-05-2011;0;11
XY-FBA;0;0;0;0;1;08-02-2014;0;11
XY-OHF;4;2;1;45;0;11-10-2016;0;2882
XY-ALV;0;2;1;36;0;14-08-2016;0;1
XY-YTM;3;1;1;34;0;28-01-2012;0;2136
XY-ZDY;3;1;1;15;1;29-12-2015;0;1
XY-ZDY;0;0;0;0;1;29-12-2016;0;0
XY-ZDY;2;2;2;59;0;29-12-2013;1353;0
XY-ZDY;0;1;1;25;1;29-12-2014;0;1
XY-ZDY;0;0;0;0;1;29-12-2012;24;0
XY-JXR;0;0;0;0;1;08-03-2015;0;11
XY-ZDY;2;1;1;19;1;29-12-2010;0;22
XY-ALV;0;0;0;0;1;14-08-2010;135;0
XY-ALV;0;0;0;0;1;14-08-2011;0;2024
XY-ALV;0;0;0;0;1;14-08-2014;409;0
XY-IWX;0;0;0;0;1;12-02-2010;16;0
XY-ALV;2;1;1;7;1;14-08-2013;0;22
XY-ZMF;0;0;0;0;2;16-02-2010;829;0
XY-OHF;0;0;0;0;1;11-10-2011;0;0
XY-ZMF;0;1;1;11;0;16-02-2013;0;11
XY-ZMF;0;0;0;0;1;16-02-2012;0;1347
XY-ZMF;0;0;0;0;2;16-02-2014;0;1246
XY-JXR;3;1;1;21;1;08-03-2014;807;0
XY-JXR;1;1;1;33;0;08-03-2012;0;11
XY-JXR;0;0;0;0;1;08-03-2010;0;2140
XY-CMJ;1;1;1;34;0;13-08-2016;0;0
XY-CMJ;3;1;0;0;0;13-08-2015;0;1692
XY-CMJ;0;0;0;0;1;13-08-2012;24;0
XY-ZMF;2;1;0;0;0;16-02-2016;0;0
XY-CMJ;0;0;0;0;1;13-08-2010;0;11
XY-IWX;1;1;1;44;0;06-12-2016;0;0
XY-IWX;0;0;0;0;3;06-12-2015;0;32
XY-IWX;2;1;1;37;0;06-12-2014;0;11
XY-IWX;0;1;1;45;1;06-12-2013;89;0
XY-IWX;0;1;0;0;2;06-12-2010;0;306
XY-IOO;0;0;0;0;1;19-01-2012;83;0
XY-IOO;0;0;0;0;1;19-01-2011;23;0
XY-IOO;0;0;0;0;1;19-01-2016;0;1601
XY-ZDY;1;1;1;19;0;23-07-2015;0;0
XY-IOO;3;2;2;38;1;19-01-2014;0;3964
XY-ZDY;2;1;1;10;1;23-07-2013;0;3146
XY-ZDY;2;1;0;0;1;23-07-2014;41;0
XY-ZDY;0;1;1;33;0;23-07-2011;0;0
XY-IWX;2;1;1;27;0;27-07-2012;24;0
XY-ALV;0;0;0;0;4;03-06-2016;0;886
XY-YAZ;0;0;0;0;1;19-12-2016;0;0
XY-ZDY;4;2;2;83;0;23-07-2012;0;269
XY-ALV;3;1;0;0;0;03-06-2014;0;0
XY-ZDY;3;1;1;33;1;23-07-2010;1393;0
XY-YAZ;3;1;1;16;0;19-12-2012;2;0
XY-YAZ;0;1;1;37;0;19-12-2014;0;11
XY-YAZ;3;1;1;27;1;19-12-2010;0;22
XY-ALV;0;0;0;0;1;03-06-2013;0;10
XY-ALV;2;1;1;29;0;03-06-2012;0;40
XY-ALV;1;1;1;44;1;03-06-2011;0;1
XY-ALV;0;0;0;0;1;03-06-2010;24;0
XY-CMJ;6;2;2;38;0;06-09-2014;0;199
XY-CMJ;0;0;0;0;1;06-09-2012;474;0
XY-CMJ;1;1;1;24;0;06-09-2011;0;0
XY-IWX;1;1;0;0;0;23-04-2016;0;1991
XY-FBA;0;0;0;0;1;28-12-2011;0;332
XY-FBA;0;0;0;0;1;28-12-2010;0;11
XY-FBA;3;2;2;59;1;28-12-2013;72;0
XY-FBA;0;0;0;0;1;28-12-2015;0;547
XY-IOO;0;0;0;0;1;30-09-2015;24;0
XY-FBA;0;1;1;38;0;28-12-2014;1;0
XY-IOO;0;0;0;0;1;30-09-2012;0;11
XY-IWX;0;0;0;0;1;27-07-2010;18;0
XY-IWX;0;0;0;0;1;27-07-2011;322;0
XY-LYP;0;0;0;0;3;17-06-2013;72;0
XY-LYP;3;1;1;8;0;17-06-2012;0;1108
XY-LYP;0;0;0;0;1;17-06-2016;0;955
XY-LYP;3;1;1;23;0;17-06-2015;10;0
XY-IWX;3;1;1;18;0;23-04-2012;0;1213
XY-LYP;2;1;1;11;0;17-06-2010;24;0
XY-JXR;0;0;0;0;1;22-08-2011;0;0
XY-JXR;0;0;0;0;1;22-08-2010;0;11
XY-ZWJ;2;2;2;23;1;17-12-2012;72;0
XY-ZWJ;0;0;0;0;2;17-12-2014;0;3529
XY-ZWJ;2;1;1;9;0;17-12-2015;0;1954
XY-ZWJ;3;2;1;45;0;17-12-2010;13;0
XY-OZH;0;0;0;0;2;14-05-2015;0;3067
XY-OZH;2;1;1;8;0;14-05-2016;24;0
XY-OZH;0;1;1;18;1;14-05-2010;41;0
XY-OZH;2;1;0;0;0;14-05-2013;0;0
XY-MBJ;0;0;0;0;1;30-11-2016;0;2146
XY-ZDY;0;0;0;0;1;24-10-2011;135;0
XY-MBJ;1;1;1;47;1;30-11-2012;48;0
XY-MBJ;1;1;1;49;0;30-11-2015;24;0
XY-MBJ;0;0;0;0;1;30-11-2014;0;1585
XY-MBJ;0;0;0;0;1;30-11-2010;7;0
XY-ZDY;2;1;1;20;0;24-10-2014;0;11
XY-ZDY;0;0;0;0;1;24-10-2013;0;0
XY-CMJ;0;0;0;0;4;12-03-2012;0;5127
XY-CMJ;0;0;0;0;2;12-03-2013;0;1
XY-CMJ;0;0;0;0;2;12-03-2016;0;1473
XY-CMJ;0;0;0;0;1;12-03-2015;593;0
XY-OHF;0;1;0;0;0;10-07-2013;24;0
XY-JXR;0;0;0;0;1;22-02-2016;0;244
XY-JXR;0;0;0;0;1;22-02-2014;97;0
XY-JXR;0;1;1;30;0;22-08-2016;402;0
XY-NMY;2;1;1;46;0;14-11-2015;0;498
XY-JXR;0;1;1;11;0;22-08-2015;385;0
XY-NMY;3;2;2;25;0;14-11-2016;0;1
XY-JXR;3;2;2;46;0;22-08-2014;0;22
XY-JXR;6;2;2;38;0;22-08-2013;0;2388
XY-JXR;2;1;1;10;0;22-08-2012;0;0
XY-NMY;0;1;0;0;0;14-11-2011;0;11
XY-NMY;0;0;0;0;1;14-11-2012;288;0
XY-NMY;1;2;2;58;1;14-11-2014;35;0
XY-JXR;0;0;0;0;1;22-02-2013;0;11
XY-JXR;0;1;1;35;0;22-02-2010;690;0
XY-NMY;1;1;1;29;0;14-11-2010;0;1720
XY-JXR;0;0;0;0;2;22-02-2011;0;3354
XY-YTM;1;2;2;65;0;25-04-2014;0;3205
XY-IOO;0;0;0;0;1;11-02-2014;0;0
XY-IOO;0;0;0;0;1;11-02-2013;0;11
XY-OZH;0;0;0;0;1;22-04-2016;0;11
XY-IOO;2;1;1;49;1;11-02-2012;31;0
XY-OZH;1;1;1;14;0;22-04-2013;24;0
XY-OZH;0;1;1;28;0;22-04-2014;0;0
XY-OZH;2;1;1;39;0;22-04-2011;24;0
XY-LQZ;1;2;1;49;1;09-01-2012;0;1
XY-OZH;0;0;0;0;1;22-04-2012;0;11
XY-IOO;2;1;1;43;0;11-02-2016;0;11
XY-LQZ;0;1;0;0;0;09-01-2010;24;0
XY-OZH;0;1;1;20;0;22-04-2010;0;506
XY-YTM;0;1;1;29;1;25-04-2010;0;1
XY-LQZ;1;1;0;0;0;29-11-2013;0;0
XY-LQZ;0;0;0;0;2;29-11-2012;0;18
XY-ZMF;0;0;0;0;2;04-01-2014;0;3486
XY-ZMF;0;0;0;0;3;04-01-2012;0;1
XY-MBJ;0;0;0;0;1;10-07-2013;0;2103
XY-MBJ;0;0;0;0;1;10-07-2016;7;0
XY-ZMF;3;1;1;29;0;04-01-2017;0;11
XY-LQZ;0;0;0;0;3;29-11-2015;0;32
XY-NHZ;2;1;1;36;1;14-01-2011;48;0
XY-LQZ;1;1;0;0;0;29-11-2014;24;0
XY-LQZ;3;2;2;51;1;09-01-2015;0;4062
XY-LQZ;2;1;1;33;1;09-01-2016;0;89
XY-LQZ;0;0;0;0;1;09-01-2013;0;11
XY-LQZ;0;0;0;0;1;09-01-2014;0;694
XY-IOO;0;0;0;0;1;11-02-2010;0;356
XY-NHZ;0;0;0;0;1;14-01-2016;0;134
XY-NHZ;1;1;1;36;0;14-01-2014;0;994
XY-JXR;0;0;0;0;2;09-12-2012;0;1
XY-MBJ;1;2;2;61;1;10-07-2010;0;1
XY-JXR;0;0;0;0;2;09-12-2013;0;22
XY-JXR;7;2;2;94;0;09-12-2014;0;22
XY-JXR;0;0;0;0;2;09-12-2015;48;0
XY-IOO;2;1;1;25;2;06-11-2013;0;32
XY-IOO;2;1;1;44;0;06-11-2014;0;0
XY-IOO;0;0;0;0;2;06-11-2015;0;22
XY-IOO;1;1;1;8;0;06-11-2016;0;1939
XY-IOO;0;1;1;31;0;06-11-2010;0;0
XY-ALV;2;2;2;45;1;07-02-2015;0;287
XY-ALV;2;1;1;7;0;07-02-2014;2;0
XY-ZDY;0;0;0;0;1;11-06-2012;0;61
XY-ALV;4;1;1;41;0;27-12-2010;0;11
XY-ZDY;1;1;1;49;0;11-06-2010;0;11
XY-FBA;1;1;1;17;0;08-08-2014;0;11
XY-ALV;0;0;0;0;1;27-12-2014;0;11
XY-ALV;0;0;0;0;1;27-12-2012;14;0
XY-FBA;3;1;1;22;1;08-08-2010;0;1
XY-OFW;0;0;0;0;2;10-01-2015;0;22
XY-OFW;0;0;0;0;1;10-01-2014;173;0
XY-FBA;1;1;1;48;1;08-08-2012;0;22
XY-ALV;4;1;1;37;0;27-12-2015;0;2118
XY-OFW;2;1;1;12;0;10-01-2016;0;0
XY-OFW;0;0;0;0;1;10-01-2011;6;0
XY-ZDY;1;1;1;37;0;11-06-2015;12;0
XY-ALV;0;1;1;46;1;07-02-2012;0;4246
XY-ZDY;0;1;1;35;0;11-06-2014;0;0
XY-PZC;0;0;0;0;2;06-03-2011;1279;0
XY-PZC;3;1;1;45;0;06-03-2012;24;0
XY-PZC;0;0;0;0;1;06-03-2013;0;11
XY-PZC;0;0;0;0;1;06-03-2016;0;740
XY-ALV;0;1;0;0;0;26-09-2016;0;11
XY-ALV;2;1;1;43;1;26-09-2013;3;0
XY-ALV;0;0;0;0;1;26-09-2012;15;0
XY-ALV;3;1;0;0;0;26-09-2014;0;1397
XY-OHF;1;1;1;36;0;23-11-2010;389;0
XY-CMJ;1;2;2;80;1;07-12-2010;0;30
XY-CMJ;3;1;0;0;1;07-12-2012;0;1
XY-CMJ;1;1;1;20;0;07-12-2013;43;0
XY-ZDY;2;1;1;47;0;02-12-2016;248;0
XY-LQZ;0;0;0;0;1;20-09-2012;188;0
XY-JXR;0;0;0;0;1;17-11-2016;0;1050
XY-LQZ;2;1;1;44;0;20-09-2015;0;0
XY-LQZ;0;0;0;0;1;20-09-2010;0;0
XY-LQZ;0;0;0;0;2;20-09-2011;0;1828
XY-JXR;0;0;0;0;1;17-11-2012;0;11
XY-ZWJ;0;0;0;0;1;16-09-2012;0;0
XY-ZWJ;0;0;0;0;1;16-09-2014;24;0
XY-OHF;1;2;1;48;0;30-11-2016;0;22
XY-JXR;4;1;1;41;0;08-09-2010;0;420
XY-ZMF;1;1;1;24;0;16-08-2013;24;0
XY-ZMF;1;1;1;27;0;16-08-2010;0;0
XY-ZMF;2;1;0;0;0;16-08-2011;24;0
XY-MBJ;0;0;0;0;1;18-06-2011;174;0
XY-MBJ;0;1;1;38;1;18-06-2012;591;0
XY-IOO;0;0;0;0;1;15-05-2015;24;0
XY-IOO;2;1;0;0;1;15-05-2016;0;22
XY-MBJ;1;1;1;37;0;18-06-2015;0;0
XY-JXR;2;1;0;0;1;08-09-2013;631;0
XY-IOO;0;0;0;0;1;15-05-2010;20;0
XY-ZMF;4;1;1;39;0;16-08-2016;24;0
XY-JXR;4;1;1;39;0;08-09-2014;0;0
XY-JXR;0;0;0;0;1;08-09-2015;22;0
XY-IOO;0;0;0;0;1;15-05-2012;24;0
XY-ZWJ;0;0;0;0;1;25-11-2010;0;0
XY-ZWJ;0;0;0;0;1;25-11-2011;0;807
XY-LQZ;1;1;1;25;1;28-08-2010;0;1054
XY-YAZ;0;0;0;0;2;24-03-2015;0;22
XY-ZWJ;2;1;1;49;2;25-11-2012;2012;0
XY-YAZ;0;0;0;0;1;24-03-2016;0;0
XY-PZC;0;1;1;31;0;14-02-2016;0;11
XY-YAZ;0;0;0;0;2;24-03-2013;0;1
XY-ZWJ;3;1;1;41;1;25-11-2014;0;1990
XY-LQZ;2;1;1;30;0;28-08-2013;0;1319
XY-YAZ;0;0;0;0;3;24-03-2014;0;1899
XY-ZWJ;0;0;0;0;1;25-11-2015;543;0
XY-LQZ;2;1;0;0;2;28-08-2014;1041;0
XY-ZWJ;1;1;1;33;1;25-11-2016;0;2445
XY-LQZ;0;1;1;29;0;28-08-2011;11;0
XY-YAZ;0;0;0;0;2;24-03-2012;191;0
XY-LQZ;0;0;0;0;1;28-08-2012;0;11
XY-ZDY;3;1;1;21;0;02-12-2011;0;0
XY-PZC;1;1;1;39;0;14-02-2013;0;11
XY-PZC;0;0;0;0;1;14-02-2014;0;11
XY-ZDY;0;0;0;0;1;02-12-2013;0;11
XY-LQZ;0;0;0;0;1;28-08-2016;0;11
XY-PZC;0;0;0;0;1;14-02-2010;24;0
XY-OZH;0;1;1;13;0;05-11-2016;24;0
XY-OHF;0;0;0;0;1;30-11-2012;323;0
XY-OZH;2;1;1;10;1;05-11-2010;0;22
XY-OZH;2;1;1;12;0;05-11-2012;0;2136
XY-OZH;1;1;1;26;0;05-11-2013;0;0
XY-OZH;2;2;1;49;0;05-11-2014;1143;0
XY-FBA;2;1;1;40;1;22-01-2013;0;22
XY-FBA;0;0;0;0;1;22-01-2011;0;1735
XY-FBA;4;2;2;55;0;22-01-2010;0;2668
XY-FBA;2;1;1;46;0;22-01-2015;0;1442
XY-ZDY;0;0;0;0;1;15-02-2010;0;279
XY-ZDY;4;2;2;52;0;15-02-2012;48;0
XY-ZDY;0;0;0;0;1;15-02-2011;0;11
XY-IOO;0;0;0;0;1;13-11-2013;24;0
XY-IOO;0;0;0;0;1;13-11-2014;0;0
XY-IOO;0;0;0;0;1;13-11-2011;14;0
XY-ZDY;1;1;1;14;0;15-02-2015;0;11
XY-FBA;2;1;1;30;0;11-05-2010;139;0
XY-FBA;3;1;1;48;0;11-05-2012;0;11
XY-FBA;4;2;2;73;2;11-05-2014;42;0
XY-FBA;3;1;1;44;0;11-05-2016;0;0
XY-IOO;7;2;2;76;0;13-11-2016;0;1
XY-ALV;4;2;1;26;0;16-10-2015;0;1
XY-ALV;2;1;0;0;0;16-10-2014;0;0
XY-ZDY;0;0;0;0;1;04-06-2010;0;11
XY-ZDY;0;0;0;0;1;04-06-2015;142;0
XY-YAZ;0;0;0;0;2;13-01-2016;48;0
XY-YAZ;1;1;1;25;1;13-01-2012;0;1
XY-ALV;4;1;1;49;0;16-10-2011;505;0
XY-ZWJ;2;1;1;47;0;11-01-2014;0;11
XY-YAZ;2;1;1;33;0;13-01-2010;5;0
XY-ALV;0;0;0;0;1;16-10-2010;211;0
XY-ZWJ;4;1;1;45;0;11-01-2015;0;1295
XY-MBJ;0;1;1;27;2;21-09-2010;0;1
XY-MBJ;0;1;1;37;0;21-09-2011;0;11
XY-MBJ;0;1;0;0;0;21-09-2012;0;551
XY-NMY;1;1;0;0;0;01-07-2011;0;11
XY-OHF;2;1;0;0;0;02-02-2013;24;0
XY-OHF;0;0;0;0;1;02-02-2016;24;0
XY-CMJ;0;0;0;0;1;20-08-2011;718;0
XY-CMJ;2;1;1;14;1;20-08-2010;1032;0
XY-FBA;0;1;0;0;0;17-10-2011;495;0
XY-FBA;0;0;0;0;2;17-10-2010;0;332
XY-CMJ;0;0;0;0;2;20-08-2015;0;1
XY-FBA;3;1;1;23;0;17-10-2012;0;11
XY-YAZ;0;0;0;0;1;02-05-2013;0;0
XY-JXR;0;0;0;0;1;31-10-2013;0;833
XY-YAZ;3;1;1;11;0;02-05-2014;0;1214
XY-OFW;1;1;0;0;2;15-09-2012;53;0
XY-JXR;4;1;1;25;1;31-10-2014;0;749
XY-JXR;1;1;1;38;0;31-10-2016;0;11
XY-YAZ;5;2;2;58;0;02-05-2010;0;1
XY-JXR;0;0;0;0;2;31-10-2010;83;0
XY-YAZ;0;0;0;0;1;02-05-2011;437;0
XY-OFW;0;0;0;0;1;15-09-2013;0;1
XY-LYP;0;1;1;12;1;31-05-2014;61;0
XY-JXR;1;1;1;43;1;31-10-2011;15;0
XY-YAZ;0;0;0;0;1;02-05-2012;22;0
XY-OFW;2;1;1;34;2;15-09-2014;0;1566
XY-LYP;0;0;0;0;1;31-05-2015;22;0
XY-JXR;6;3;3;79;0;31-10-2012;139;0
XY-NMY;5;2;2;66;1;01-07-2016;0;1
XY-LYP;0;0;0;0;1;31-05-2010;0;11
XY-JXR;0;0;0;0;2;19-05-2015;0;67
XY-JXR;0;1;1;7;1;19-05-2016;0;3731
XY-JXR;0;0;0;0;1;19-05-2014;0;0
XY-JXR;0;0;0;0;1;19-05-2011;9;0
XY-JXR;3;1;1;45;0;19-05-2012;463;0
XY-JXR;0;0;0;0;1;19-05-2010;0;11
XY-OHF;0;0;0;0;1;02-02-2011;0;11
XY-ZWJ;1;1;1;26;1;12-07-2010;0;1
XY-ZWJ;0;1;0;0;0;12-07-2011;17;0
XY-ZWJ;3;1;1;41;0;12-07-2013;0;1992
XY-ZWJ;1;1;1;34;0;12-07-2016;24;0
XY-ALV;3;2;2;69;0;21-01-2015;0;22
XY-ALV;0;1;1;19;1;21-01-2016;0;22
XY-OFW;1;1;1;16;0;14-03-2016;0;1758
XY-ALV;2;1;1;28;0;21-01-2010;0;640
XY-ALV;0;0;0;0;1;21-01-2011;0;0
XY-ALV;0;0;0;0;1;21-01-2012;280;0
XY-IWX;0;2;1;14;0;05-09-2013;690;0
XY-OFW;3;3;3;146;1;14-03-2010;96;0
XY-OFW;2;1;1;31;0;14-03-2011;0;878
XY-OFW;0;1;1;8;1;14-03-2013;48;0
XY-OFW;0;0;0;0;1;14-03-2015;0;11
XY-OHF;1;1;1;27;0;18-06-2010;0;1617
XY-ZMF;2;2;1;44;1;30-01-2016;72;0
XY-ZMF;3;1;1;9;0;30-01-2015;5;0
XY-ZMF;3;1;1;12;1;27-04-2011;172;0
XY-ZMF;2;1;1;22;0;30-01-2012;0;0
XY-ZMF;3;1;1;49;0;30-01-2011;259;0
XY-ZMF;0;0;0;0;2;30-01-2014;0;2865
XY-ZMF;0;1;1;34;1;27-04-2012;0;331
XY-ZMF;0;1;1;48;0;27-04-2015;0;0
XY-ZMF;0;0;0;0;1;27-04-2016;0;1189
XY-ZWJ;0;0;0;0;1;11-01-2010;0;0
XY-CMJ;3;1;1;21;0;14-11-2012;0;11
XY-CMJ;0;0;0;0;3;14-11-2011;46;0
XY-CMJ;0;0;0;0;1;14-11-2015;0;1693
XY-JXR;2;1;0;0;0;03-01-2017;0;11
XY-JXR;4;2;2;70;0;03-01-2014;546;0
XY-JXR;0;0;0;0;1;03-01-2012;0;2069
XY-JXR;1;1;1;16;1;03-01-2011;0;22
XY-JXR;0;0;0;0;1;03-01-2010;519;0
XY-OHF;2;1;1;35;0;18-06-2013;0;0
XY-OHF;0;0;0;0;3;18-06-2012;0;1
XY-OHF;0;0;0;0;1;18-06-2014;0;1783
XY-OHF;0;0;0;0;1;18-06-2016;6;0
XY-IWX;0;0;0;0;1;05-09-2014;0;11
XY-IWX;0;0;0;0;1;05-09-2015;0;1387
XY-ZWJ;0;0;0;0;1;30-08-2016;0;1569
XY-NMY;3;1;0;0;0;12-03-2011;627;0
XY-NMY;0;0;0;0;2;12-03-2010;0;22
XY-ZWJ;0;0;0;0;2;30-08-2013;0;22
XY-ZWJ;0;0;0;0;1;30-08-2011;6;0
XY-ZWJ;0;0;0;0;1;30-08-2010;0;0
XY-NMY;1;1;0;0;0;12-03-2015;0;11
XY-NMY;1;1;1;42;0;12-03-2013;0;210
XY-FBA;2;1;0;0;1;19-04-2015;0;22
XY-FBA;0;0;0;0;1;19-04-2014;150;0
XY-FBA;0;0;0;0;1;19-04-2013;0;0
XY-FBA;1;1;1;15;0;19-04-2011;0;1777
XY-FBA;1;1;0;0;0;19-04-2010;0;11
XY-PZC;0;0;0;0;1;25-04-2014;24;0
XY-PZC;0;0;0;0;2;25-04-2016;48;0
XY-PZC;0;0;0;0;2;25-04-2011;48;0
XY-PZC;0;0;0;0;1;25-04-2013;20;0
XY-LYP;3;1;1;40;0;13-04-2013;681;0
XY-LYP;0;0;0;0;1;13-04-2016;0;11
